dataset,project_name,recipient_or_developer,address,tif_district,ward_or_area,authorized_tif_assistance,city_reported_expenditure,total_project_cost,announced_private_leverage,approval_or_report_year,status_text,lat,lng,source_row_id
annual-report,NIF - Woodlawn,,,Woodlawn,,,2500000,,5000000,2024,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-065:2024:1:2
annual-report,Park Station,,,Woodlawn,,,5000000,,30359383,2024,Active Project,,,annual-report:T-T-065:2024:4:1
annual-report,SBIF - Woodlawn,,,Woodlawn,,,2000000,,4000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-065:2024:2:2
annual-report,The Strand Hotel,Historic Strand,,Woodlawn,,,0,,0,2024,Completed Project,,,annual-report:T-T-065:2024:3:2
annual-report,TIFWorks - Woodlawn,,,Woodlawn,,,250000,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-065:2024:5:1
annual-report,Industrial Growth Zone- Greater Southwest East,,,Greater Southwest Industrial (East),,,0,,0,2024,Completed Project (Industrial Growth Zone Program),,,annual-report:T-T-066:2024:5:1
annual-report,Marquette Village,,,Greater Southwest Industrial (East),,,6093318,,36315833,2024,Active Project,,,annual-report:T-T-066:2024:3:1
annual-report,SBIF - Greater SW Industr East,,,Greater Southwest Industrial (East),,,1000000,,2000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-066:2024:2:1
annual-report,Stylemaster - Gateway Park,"Gateway Park, LLC (Regent Stylemaster)",,Greater Southwest Industrial (East),,,0,,0,2024,Completed Project,,,annual-report:T-T-066:2024:1:1
annual-report,TIFWorks - Greater Southwest Industr East,,,Greater Southwest Industrial (East),,,273564.57,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-066:2024:4:1
annual-report,Encuentro Square Redevelopment,,,Pulaski Industrial Corridor,,,9000000,,40862239,2024,Active Project,,,annual-report:T-T-069:2024:5:1
annual-report,IGA - CBE - ADA - McAuliffe,Chicago Board of Education,,Pulaski Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-069:2024:1:1
annual-report,IGA - CBE - Ames Academy,Chicago Board of Education,,Pulaski Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-069:2024:2:1
annual-report,IGA - CPD - Kosciuszko Park,Chicago Park District,,Pulaski Industrial Corridor,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-069:2024:3:1
annual-report,North and Pulaski Sr Housing,,,Pulaski Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-069:2024:3:2
annual-report,SBIF - Pulaski Industr Corridor,,,Pulaski Industrial Corridor,,,5000000,,10000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-069:2024:1:2
annual-report,TIFWorks - Pulaski Industr Corridor,,,Pulaski Industrial Corridor,,,2077640.46,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-069:2024:2:2
annual-report,Vacant Bldg Purch Rehab SF Prog - Pulaski Corridor,,,Pulaski Industrial Corridor,,,0,,0,2024,Completed Project (Vacant Bldg Purchase Rehab Program),,,annual-report:T-T-069:2024:4:1
annual-report,Black Ensemble Theater,,,Clark/Montrose,,,0,,0,2024,Completed Project,,,annual-report:T-T-070:2024:2:1
annual-report,IGA - CPD - Chase Park Playground,Chicago Park District,,Clark/Montrose,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-070:2024:2:2
annual-report,IGA - CPD - Park 0103 - Chase,Chicago Park District,,Clark/Montrose,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-070:2024:1:1
annual-report,SBIF - Clark Montrose,,,Clark/Montrose,,,3300000,,6600000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-070:2024:1:2
annual-report,TIFWorks - Clark Montrose,,,Clark/Montrose,,,0,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-070:2024:3:1
annual-report,IGA - CBE - Prieto - ES - I,Chicago Board of Education,,Galewood/Armitage Industrial,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-071:2024:1:1
annual-report,IGA - CPD - Amundsen Park,Chicago Park District,,Galewood/Armitage Industrial,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-071:2024:4:1
annual-report,IGA - CPD - Park 0127 - Rutherford Sayre - I,Chicago Park District,,Galewood/Armitage Industrial,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-071:2024:3:1
annual-report,Industrial Growth Zone- Galewood/Armitage,,,Galewood/Armitage Industrial,,,0,,0,2024,Completed Project (Industrial Growth Zone Program),,,annual-report:T-T-071:2024:4:2
annual-report,Laborer's Union,Laborers' Union­ Training Center,,Galewood/Armitage Industrial,,,0,,0,2024,Completed Project,,,annual-report:T-T-071:2024:2:1
annual-report,SBIF - Galewood Armitage,,,Galewood/Armitage Industrial,,,4300000,,8600000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-071:2024:1:2
annual-report,TIFWorks - Galewood Armitage,,,Galewood/Armitage Industrial,,,877761.99,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-071:2024:3:2
annual-report,Broad Shoulders Brewery,,,24th/Michigan,,,0,,0,2024,Completed Project,,,annual-report:T-T-072:2024:4:1
annual-report,Hilliard Homes - I,Hilliard Homes Phase I,,24th/Michigan,,,0,,0,2024,Completed Project,,,annual-report:T-T-072:2024:6:1
annual-report,Hilliard Homes - II,Hilliard Homes Phase II,,24th/Michigan,,,0,,0,2024,Completed Project,,,annual-report:T-T-072:2024:7:1
annual-report,IGA - CBE - Near South H.S.,Chicago Board of Education,,24th/Michigan,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-072:2024:5:1
annual-report,IGA - CBE - Teacher's Academy ES,Chicago Board of Education,,24th/Michigan,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-072:2024:4:2
annual-report,IGA - CBE - Teacher's Academy Turf Field,Chicago Board of Education,,24th/Michigan,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-072:2024:1:1
annual-report,IGA - CTA - Red Line Cermak Station,Chicago Transit Authority,,24th/Michigan,,,0,,0,2024,Active Project (Chicago Transit Authority),,,annual-report:T-T-072:2024:3:1
annual-report,IGA - PBC - Chinatown Library,Public Buildings Commission,,24th/Michigan,,,0,,0,2024,Active Project (Public Buildings Commission),,,annual-report:T-T-072:2024:2:1
annual-report,SBIF - 24th Michigan,,,24th/Michigan,,,1000000,,2000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-072:2024:3:2
annual-report,Southbridge 4%,Southbridge 4 Master Owner LLC,,24th/Michigan,,,0,,0,2024,Completed Project,,,annual-report:T-T-072:2024:2:2
annual-report,Southbridge 9%,Southbridge 9 Master Owner LLC,,24th/Michigan,,,0,,0,2024,Completed Project,,,annual-report:T-T-072:2024:1:2
annual-report,TIFWorks - 24th Michigan,,,24th/Michigan,,,38369,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-072:2024:5:2
annual-report,IGA - CBE - Chicago Ag BAS,Chicago Board of Education,,111th/Kedzie,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-073:2024:1:1
annual-report,Mt Greenwood Walgreens,Mt. Greenwood Walgreens Center,,111th/Kedzie,,,1500000,,9233092,2024,Active Project,,,annual-report:T-T-073:2024:1:2
annual-report,SBIF - 111th Kedzie,,,111th/Kedzie,,,2537945,,5075890,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-073:2024:2:1
annual-report,Aspire Center,,,Madison/Austin Corridor,,,12250000,,28932600,2024,Active Project,,,annual-report:T-T-075:2024:4:1
annual-report,IGA - CBE - Austin - HS - I,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2024:1:1
annual-report,IGA - CBE - ES - DePriest,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2024:3:1
annual-report,IGA - CBE - HS - Austin - II,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2024:2:1
annual-report,IGA - CBE - Melody,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2024:7:1
annual-report,IGA - CBE - Spencer Academy,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2024:5:1
annual-report,IGA - CBE - Tilton,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2024:6:1
annual-report,IGA - CPD - Austin Town Hall,Chicago Park District,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-075:2024:8:1
annual-report,IGA- CBE - Modern Schools,Chicago Board of Education,,Madison/Austin Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-075:2024:4:2
annual-report,Lake & Waller,Lake and Waller LP,,Madison/Austin Corridor,,,1310000,,11942248,2024,Active Project,,,annual-report:T-T-075:2024:2:2
annual-report,SBIF - Madison Austin,,,Madison/Austin Corridor,,,3750000,,7500000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-075:2024:1:2
annual-report,TIFWorks - Madison Austin,,,Madison/Austin Corridor,,,79719.98,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-075:2024:3:2
annual-report,American Blues Theater,,,Lincoln Avenue,,,2500000,,4558613,2024,Active Project,,,annual-report:T-T-077:2024:5:1
annual-report,Chaville Condo,,,Lincoln Avenue,,,0,,0,2024,Completed Project,,,annual-report:T-T-077:2024:3:1
annual-report,IGA - CPD - Park 526,Chicago Park District,,Lincoln Avenue,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-077:2024:1:1
annual-report,Lincoln Village,BGP Lincoln Village L.L.C.,,Lincoln Avenue,,,0,,0,2024,Completed Project,,,annual-report:T-T-077:2024:1:2
annual-report,SBIF - Lincoln Ave,,,Lincoln Avenue,,,3000000,,6000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-077:2024:2:1
annual-report,TIFWorks - Lincoln Ave,,,Lincoln Avenue,,,0,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-077:2024:4:1
annual-report,Solo Cup,Solo Cup Company,,South Works Industrial,,,0,,0,2024,Completed Project,,,annual-report:T-T-078:2024:1:1
annual-report,USX,USX Corporation,,South Works Industrial,,,0,,0,2024,Completed Project,,,annual-report:T-T-078:2024:2:1
annual-report,IGA - CBE - Belmont Cragin,Chicago Board of Education,,Belmont/Central,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-081:2024:1:1
annual-report,IGA - CBE - Peter A Reinberg ES,Chicago Board of Education,,Belmont/Central,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-081:2024:4:1
annual-report,IGA - CPD - Blackhawk,Chicago Park District,,Belmont/Central,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-081:2024:3:1
annual-report,IGA - CPD - Chopin,Chicago Park District,,Belmont/Central,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-081:2024:2:1
annual-report,"Portage Park Capital, LLC",,,Belmont/Central,,,3300000,,9173038,2024,Active Project,,,annual-report:T-T-081:2024:3:2
annual-report,SBIF - Belmont Central,,,Belmont/Central,,,5700000,,11400000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-081:2024:1:2
annual-report,TIFWorks - Belmont Central,,,Belmont/Central,,,82776,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-081:2024:2:2
annual-report,Cicero and George Limited Partnership,,,Belmont/Cicero,,,0,,0,2024,Completed Project,,,annual-report:T-T-082:2024:4:1
annual-report,IGA - CBE - Foreman High IGA,Chicago Board of Education,,Belmont/Cicero,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-082:2024:1:1
annual-report,SBIF - Belmont Cicero,,,Belmont/Cicero,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-082:2024:1:2
annual-report,Sr Suites - Kelvyn Park,Senior Suites,,Belmont/Cicero,,,0,,0,2024,Completed Project,,,annual-report:T-T-082:2024:2:1
annual-report,TIFWorks - Belmont Cicero,,,Belmont/Cicero,,,0,,0,2024,Completed Project (TIF Works Program),,,annual-report:T-T-082:2024:3:1
annual-report,IGA - CBE - Vaughn Occupational High School,Chicago Board of Education,,West Irving Park,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-083:2024:3:1
annual-report,IGA - CPD - Park 0147 - Portage - I - Playground,Chicago Park District,,West Irving Park,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-083:2024:2:1
annual-report,IGA - CPD - Park 0256 - Merrimac,Chicago Park District,,West Irving Park,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-083:2024:1:1
annual-report,SBIF - West Irving Park,,,West Irving Park,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-083:2024:1:2
annual-report,TIFWorks - West Irving Park,,,West Irving Park,,,0,,0,2024,Completed Project (TIF Works Program),,,annual-report:T-T-083:2024:2:2
annual-report,4715 N. Western Avenue,,,Western Avenue North,,,0,,0,2024,Completed Project,,,annual-report:T-T-084:2024:4:1
annual-report,DANK Haus German American Cultural Center,,,Western Avenue North,,,0,,0,2024,Completed Project,,,annual-report:T-T-084:2024:5:1
annual-report,IGA - CBE - Amundsen HS,Chicago Board of Education,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-084:2024:1:1
annual-report,IGA - CBE - Chappell,Chicago Board of Education,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-084:2024:3:1
annual-report,IGA - CBE - McPherson ES,Chicago Board of Education,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-084:2024:2:1
annual-report,IGA - CPD - Welles Park,Chicago Park District,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-084:2024:8:1
annual-report,IGA - CPD - Wells Park,Chicago Park District,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-084:2024:4:2
annual-report,IGA - CPD - Winnemac,Chicago Park District,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-084:2024:5:2
annual-report,IGA - CPD - Winnemac Park,Chicago Park District,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-084:2024:7:1
annual-report,IGA - CTA - Western Brown Line Sation,Chicago Transit Authority,,Western Avenue North,,,0,,0,2024,Completed Project (Chicago Transit Authority),,,annual-report:T-T-084:2024:6:1
annual-report,Ravenswood Sq - 4800 Damen,,,Western Avenue North,,,0,,0,2024,Completed Project,,,annual-report:T-T-084:2024:2:2
annual-report,Ravenswood Station,,,Western Avenue North,,,0,,0,2024,Completed Project,,,annual-report:T-T-084:2024:3:2
annual-report,SBIF - Western Ave North,,,Western Avenue North,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-084:2024:1:2
annual-report,IGA - CBE - Coonley,Chicago Board of Education,,Western Avenue South,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-085:2024:1:1
annual-report,IGA - CBE - Lane Tech,Chicago Board of Education,,Western Avenue South,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-085:2024:2:1
annual-report,IGA - CPD - Clark Park Boathouse,Chicago Park District,,Western Avenue South,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-085:2024:4:1
annual-report,IGA - CPD - Park 0457 - Richard Clark,Chicago Park District,,Western Avenue South,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-085:2024:3:1
annual-report,IGA - CPD - Revere Park,Chicago Park District,,Western Avenue South,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-085:2024:5:1
annual-report,N Center Sr - Belle Plaine Condo,North Center Associates LLC/Belle Plaines Commons,,Western Avenue South,,,0,,0,2024,Completed Project,,,annual-report:T-T-085:2024:3:2
annual-report,N Center Sr - M W Apts,The Martha HHDC. - M. W. Apts,,Western Avenue South,,,0,,0,2024,Completed Project,,,annual-report:T-T-085:2024:2:2
annual-report,N Center Sr - Park - TACH,N. Center Sr. - Park - TACH,,Western Avenue South,,,0,,0,2024,Completed Project,,,annual-report:T-T-085:2024:4:2
annual-report,SBIF - Western Ave South,,,Western Avenue South,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-085:2024:1:2
annual-report,950 W Monroe Condo,950 W. Monroe Development LLC,,Central West,,,0,,0,2024,Completed Project,,,annual-report:T-T-086:2024:3:1
annual-report,Horner - IIA1 - Lowrise,Horner Low-Rise,,Central West,,,0,,0,2024,Completed Project,,,annual-report:T-T-086:2024:2:1
annual-report,Horner - IIA2 - Midrise,Westhaven Park Midrise,,Central West,,,0,,0,2024,Completed Project,,,annual-report:T-T-086:2024:1:1
annual-report,IGA - CBE - ADA - Brown,Chicago Board of Education,,Central West,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2024:6:1
