dataset,project_name,recipient_or_developer,address,tif_district,ward_or_area,authorized_tif_assistance,city_reported_expenditure,total_project_cost,announced_private_leverage,approval_or_report_year,status_text,lat,lng,source_row_id
annual-report,Solo Cup,Solo Cup Company,,South Works Industrial,,,0,,0,2017,Completed Project,,,annual-report:T-T-078:2017:1:1
annual-report,USX,USX Corporation,,South Works Industrial,,,500000,,1585000,2017,Active Project,,,annual-report:T-T-078:2017:2:1
annual-report,SBIF - 35th Wallace,,,35th/Wallace,,,500000,,1000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-079:2017:2:1
annual-report,TIFWorks - 35th Wallace,,,35th/Wallace,,,125000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-079:2017:1:1
annual-report,IGA - CBE - Belmont Cragin,Chicago Board of Education,,Belmont/Central,,,0,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-081:2017:1:1
annual-report,SBIF - Belmont Central,,,Belmont/Central,,,3700000,,7400000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-081:2017:1:2
annual-report,TIFWorks - Belmont Central,,,Belmont/Central,,,150000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-081:2017:2:1
annual-report,Cicero and George Limited Partnership,,,Belmont/Cicero,,,4000000,,22107575,2017,Active Project,,,annual-report:T-T-082:2017:4:1
annual-report,SBIF - Belmont Cicero,,,Belmont/Cicero,,,1500000,,3000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-082:2017:1:1
annual-report,Sr Suites - Kelvyn Park,Senior Suites,,Belmont/Cicero,,,0,,0,2017,Completed Project,,,annual-report:T-T-082:2017:2:1
annual-report,TIFWorks - Belmont Cicero,,,Belmont/Cicero,,,227388.62,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-082:2017:3:1
annual-report,IGA - CPD - Park 0147 - Portage - I - Playground,Chicago Park District,,West Irving Park,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-083:2017:2:1
annual-report,IGA - CPD - Park 0256 - Merrimac,Chicago Park District,,West Irving Park,,,606250,,0,2017,Active Project (Chicago Park District),,,annual-report:T-T-083:2017:1:1
annual-report,SBIF - West Irving Park,,,West Irving Park,,,3000000,,6000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-083:2017:1:2
annual-report,TIFWorks - West Irving Park,,,West Irving Park,,,75000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-083:2017:2:2
annual-report,IGA - CBE - Amundsen HS,Chicago Board of Education,,Western Avenue North,,,0,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-084:2017:1:1
annual-report,IGA - CBE - Chappell,Chicago Board of Education,,Western Avenue North,,,0,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-084:2017:3:1
annual-report,IGA - CPD - Welles Park,Chicago Park District,,Western Avenue North,,,0,,0,2017,Active Project (Chicago Park District),,,annual-report:T-T-084:2017:4:1
annual-report,Ravenswood Sq - 4800 Damen,,,Western Avenue North,,,3000000,,15385283,2017,Active Project,,,annual-report:T-T-084:2017:2:1
annual-report,Ravenswood Station,,,Western Avenue North,,,0,,0,2017,Completed Project,,,annual-report:T-T-084:2017:3:2
annual-report,SBIF - Western Ave North,,,Western Avenue North,,,3000000,,6000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-084:2017:1:2
annual-report,IGA - CBE - Coonley,Chicago Board of Education,,Western Avenue South,,,2201500,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-085:2017:1:1
annual-report,IGA - CBE - Lane Tech,Chicago Board of Education,,Western Avenue South,,,1892100,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-085:2017:2:1
annual-report,IGA - CPD - Park 0457 - Richard Clark,Chicago Park District,,Western Avenue South,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-085:2017:3:1
annual-report,N Center Sr - Belle Plaine Condo,North Center Associates LLC/Belle Plaines Commons,,Western Avenue South,,,0,,0,2017,Completed Project,,,annual-report:T-T-085:2017:3:2
annual-report,N Center Sr - M W Apts,North Center Senior Apartments,,Western Avenue South,,,3500000,,13447100,2017,Active Project,,,annual-report:T-T-085:2017:2:2
annual-report,N Center Sr - Park - TACH,N. Center Sr. - Park - TACH,,Western Avenue South,,,0,,0,2017,Completed Project,,,annual-report:T-T-085:2017:4:1
annual-report,SBIF - Western Ave South,,,Western Avenue South,,,2500000,,5000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-085:2017:1:2
annual-report,950 W Monroe Condo,950 W. Monroe Development LLC,,Central West,,,0,,0,2017,Completed Project,,,annual-report:T-T-086:2017:3:1
annual-report,Horner - IIA1 - Lowrise,Horner Low-Rise,,Central West,,,0,,0,2017,Completed Project,,,annual-report:T-T-086:2017:2:1
annual-report,Horner - IIA2 - Midrise,Westhaven Park Midrise,,Central West,,,2611649,,28259178,2017,Active Project,,,annual-report:T-T-086:2017:1:1
annual-report,IGA - CBE - ADA - Brown,Chicago Board of Education,,Central West,,,750000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2017:6:1
annual-report,IGA - CBE - ADA - Cregier,Chicago Board of Education,,Central West,,,1500250,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2017:5:1
annual-report,IGA - CBE - Skinner - ES,Chicago Board of Education,,Central West,,,34340000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2017:12:1
annual-report,IGA - CBE - Skinner - ES - II,Chicago Board of Education,,Central West,,,6120000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-086:2017:4:1
annual-report,IGA - CPD - Ellen Gates Starr Park IGA,Chicago Park District,,Central West,,,0,,0,2017,Active Project (Chicago Park District),,,annual-report:T-T-086:2017:13:1
annual-report,IGA - CPD - Park 0542 - Sangamon Adams I,Chicago Park District,,Central West,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-086:2017:1:2
annual-report,IGA - CTA - Illinois Medical District Station,Chicago Transit Authority,,Central West,,,0,,0,2017,Active Project (Chicago Transit Authority),,,annual-report:T-T-086:2017:14:1
annual-report,"McCrory Senior Apartments, LLC",,,Central West,,,4100000,,17319142,2017,Active Project,,,annual-report:T-T-086:2017:15:1
annual-report,NIF - Central West,,,Central West,,,2000000,,4000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-086:2017:7:1
annual-report,Rush University Medical Center,Rush,,Central West,,,75000000,,825701000,2017,Active Project,,,annual-report:T-T-086:2017:5:2
annual-report,SBIF - Central West,,,Central West,,,1000000,,2000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-086:2017:4:2
annual-report,TIFWorks - Central West,,,Central West,,,450000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-086:2017:9:1
annual-report,Viceroy Hotel,,,Central West,,,0,,0,2017,Completed Project,,,annual-report:T-T-086:2017:8:1
annual-report,Women's Treatment Center,,,Central West,,,0,,0,2017,Completed Project,,,annual-report:T-T-086:2017:6:2
annual-report,Florsheim - Footwear Factory,Florsheim,,Fullerton/Milwaukee,,,8500000,,47400000,2017,Active Project,,,annual-report:T-T-087:2017:2:1
annual-report,IGA - CBE - Avondale Irving Park - ES - I,Chicago Board of Education,,Fullerton/Milwaukee,,,10100000,,330746,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-087:2017:1:1
annual-report,Milwaukee Avenue Apartments,,,Fullerton/Milwaukee,,,1000000,,8716258,2017,Active Project,,,annual-report:T-T-087:2017:7:1
annual-report,Sachs Hairpin - Lofts,,,Fullerton/Milwaukee,,,0,,0,2017,Completed Project,,,annual-report:T-T-087:2017:3:1
annual-report,Sachs Hairpin - Retail,,,Fullerton/Milwaukee,,,0,,0,2017,Completed Project,,,annual-report:T-T-087:2017:4:1
annual-report,SBIF - Fullerton Milwaukee,,,Fullerton/Milwaukee,,,5200000,,10400000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-087:2017:1:2
annual-report,TIFWorks - Fullerton Milwaukee,,,Fullerton/Milwaukee,,,252388.62,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-087:2017:6:1
annual-report,Zapata Apts,,,Fullerton/Milwaukee,,,0,,0,2017,Completed Project,,,annual-report:T-T-087:2017:5:1
annual-report,IGA - CBE - Albany Park Academy - ES,Chicago Board of Education,,Lawrence/Kedzie,,,25000000,,4000000,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-088:2017:3:1
annual-report,IGA - CBE - Peterson - ES - II,Chicago Board of Education,,Lawrence/Kedzie,,,2900000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-088:2017:4:1
annual-report,NIF - Lawrence Kedzie,,,Lawrence/Kedzie,,,5000000,,10000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-088:2017:1:1
annual-report,SBIF - Lawrence Kedzie,,,Lawrence/Kedzie,,,2250000,,4500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-088:2017:2:1
annual-report,SBIF - Midway Industr,SBIF - Midway Industrial,,Midway Industrial Corridor,,,1100000,,2200000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-089:2017:1:1
annual-report,Peterson Cicero - Sauganash Place Whole Foods,Sauganash Village,,Peterson/Cicero,,,0,,0,2017,Completed Project,,,annual-report:T-T-090:2017:1:1
annual-report,TIFWorks - Peterson Cicero,,,Peterson/Cicero,,,175000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-090:2017:2:1
annual-report,Beltone,Center Point Properties Trust (Beltone Building),,Peterson/Pulaski,,,0,,0,2017,Completed Project,,,annual-report:T-T-091:2017:2:1
annual-report,CCH,,,Peterson/Pulaski,,,5000000,,15207148,2017,Active Project,,,annual-report:T-T-091:2017:3:1
annual-report,SBIF - Peterson Pulaski,,,Peterson/Pulaski,,,2000000,,4000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-091:2017:1:1
annual-report,TIFWorks - Peterson Pulaski,,,Peterson/Pulaski,,,650000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-091:2017:4:1
annual-report,ATA - Training Facility,"Washington Street Aviation, LLC",,Greater Southwest Industrial (West),,,24096000,,86200593,2017,Active Project,,,annual-report:T-T-092:2017:1:1
annual-report,Industrial Growth Zone- Greater Southwest West,,,Greater Southwest Industrial (West),,,1750000,,0,2017,Active Project (Industrial Growth Zone Program),,,annual-report:T-T-092:2017:4:1
annual-report,SBIF - Greater SW Industr West,,,Greater Southwest Industrial (West),,,1000000,,2000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-092:2017:2:1
annual-report,TIFWorks - Greater Southwest Industr West,,,Greater Southwest Industrial (West),,,425000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-092:2017:3:1
annual-report,Industrial Growth Zone- South Chicago,,,South Chicago,,,5000000,,0,2017,Active Project (Industrial Growth Zone Program),,,annual-report:T-T-093:2017:4:1
annual-report,NIF - South Chicago,,,South Chicago,,,2000000,,4000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-093:2017:1:1
annual-report,SBIF - South Chicago,,,South Chicago,,,500000,,1000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-093:2017:2:1
annual-report,TIFWorks - South Chicago,,,South Chicago,,,200000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-093:2017:3:1
annual-report,Barry Callebaut,,,Chicago/Kingsbury,,,0,,0,2017,Completed Project,,,annual-report:T-T-094:2017:4:1
annual-report,Eport - 600 W Chicago,"Eport 600, LLC; Eport 600 Riverwalk Owner, LLC; Eport 600 Property Owner, LLC",,Chicago/Kingsbury,,,0,,0,2017,Completed Project,,,annual-report:T-T-094:2017:1:1
annual-report,IGA - CPD - Park 0511 - Erie II,Chicago Park District,,Chicago/Kingsbury,,,3000000,,0,2017,Active Project (Chicago Park District),,,annual-report:T-T-094:2017:1:2
annual-report,IGA - CPD - Ward (Erie) Park,Chicago Park District,,Chicago/Kingsbury,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-094:2017:2:1
annual-report,River Village - Site H2,River Village Townhomes & Lofts (Site H),,Chicago/Kingsbury,,,0,,0,2017,Completed Project,,,annual-report:T-T-094:2017:2:2
annual-report,SBIF - Chicago Kingsbury,,,Chicago/Kingsbury,,,750000,,1500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-094:2017:3:1
annual-report,TIFWorks - Chicago Kingsbury,,,Chicago/Kingsbury,,,175000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-094:2017:5:1
annual-report,City Gardens,Maple Jack LLC,,Midwest,,,3150000,,25593384,2017,Active Project,,,annual-report:T-T-095:2017:12:1
annual-report,East Park SRO,,,Midwest,,,5212175,,11454268,2017,Active Project,,,annual-report:T-T-095:2017:13:1
annual-report,Harvest Homes,,,Midwest,,,1039544,,13063323,2017,Active Project,,,annual-report:T-T-095:2017:11:1
annual-report,Heritage Homes,"New West Kedzie, LLC",,Midwest,,,3500000,,17744426,2017,Active Project,,,annual-report:T-T-095:2017:4:1
annual-report,IGA - CBE - ADA - Dodge,Chicago Board of Education,,Midwest,,,750000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-095:2017:1:1
annual-report,IGA - CBE - Collins HS,Chicago Board of Education,,Midwest,,,30300000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-095:2017:5:1
annual-report,Lawndale Restoration Apts,Lawndale Restoration Apartments,,Midwest,,,0,,0,2017,Completed Project,,,annual-report:T-T-095:2017:5:2
annual-report,Liberty Square Apts,Liberty Square Apartments (DOH),,Midwest,,,1900000,,12438917,2017,Active Project,,,annual-report:T-T-095:2017:3:1
annual-report,New Homes Chicago - Resurrection,,,Midwest,,,0,,0,2017,Completed Project,,,annual-report:T-T-095:2017:7:1
annual-report,NIF - Midwest,,,Midwest,,,6750000,,13500000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-095:2017:2:1
annual-report,Renaissance Place Apts,Renaissance Place,,Midwest,,,0,,0,2017,Completed Project,,,annual-report:T-T-095:2017:6:1
annual-report,Rockwell West End- Phase II-A Rental,Rockwell West End - Phase II-A Rental,,Midwest,,,1250000,,38123910,2017,Active Project,,,annual-report:T-T-095:2017:8:1
annual-report,SBIF - Midwest,,,Midwest,,,3750000,,7500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-095:2017:1:2
annual-report,SINAI Health System,,,Midwest,,,31000000,,0,2017,Active Project,,,annual-report:T-T-095:2017:14:1
annual-report,TIFWorks - Midwest,,,Midwest,,,885000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-095:2017:9:1
annual-report,Vacant Bldg Purch Rehab SF Prog - Midwest,,,Midwest,,,1000000,,0,2017,Active Project (Vacant Bldg Purchase Rehab Program),,,annual-report:T-T-095:2017:10:1
annual-report,Midway Pointe LLC,,,Cicero/Archer,,,2000000,,17998512,2017,Active Project,,,annual-report:T-T-096:2017:3:1
annual-report,SBIF - Cicero Archer,,,Cicero/Archer,,,750000,,1500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-096:2017:1:1
annual-report,TIFWorks - Cicero Archer,,,Cicero/Archer,,,125000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-096:2017:2:1
annual-report,IGA - CBE - Hernandez - M.S. - I,Chicago Board of Education,,51st/Archer,,,30300000,,910083,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-097:2017:1:1
annual-report,Park Place Homes,,,51st/Archer,,,7400000,,58655000,2017,Active Project,,,annual-report:T-T-097:2017:1:2
annual-report,TIFWorks - 51st Archer,,,51st/Archer,,,75000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-097:2017:2:1
annual-report,SBIF - 63rd Pulaski,,,63rd/Pulaski,,,1200000,,2400000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-098:2017:1:1
annual-report,TIFWorks - 63rd Pulaski,,,63rd/Pulaski,,,460000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-098:2017:2:1
annual-report,IGA - CPD - Park 0307 - Minuteman,Chicago Park District,,Archer/Central,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-099:2017:1:1
annual-report,SBIF - Archer Central,,,Archer/Central,,,800000,,1600000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-099:2017:2:1
annual-report,Shop and Save,,,Archer/Central,,,3000000,,12590970,2017,Active Project,,,annual-report:T-T-099:2017:1:2
annual-report,TIFWorks - Archer Central,,,Archer/Central,,,125000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-099:2017:3:1
annual-report,Medinah Temple,"Medinah Temple, Inc.; Tree Studios, L.L.C.; Unit Building, Inc. and Bloomingdales, Inc.",,Ohio/Wabash,,,12700000,,46418000,2017,Active Project,,,annual-report:T-T-100:2017:1:1
annual-report,Canal Taylor Viaduct Ramps,Canal/Taylor Central LLC,,Jefferson/Roosevelt,,,0,,0,2017,Completed Project,,,annual-report:T-T-101:2017:1:1
annual-report,Home Depot - Jefferson Roosevelt,Home Depot - South Loop,,Jefferson/Roosevelt,,,5400000,,26595000,2017,Active Project,,,annual-report:T-T-101:2017:3:1
annual-report,SBIF - Jefferson Roosevelt,,,Jefferson/Roosevelt,,,750000,,1500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-101:2017:2:1
annual-report,TIFWorks - Jefferson Roosevelt,,,Jefferson/Roosevelt,,,352388.62,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-101:2017:4:1
annual-report,Montclare Sr Residence I,"Montclare Senior Residences Phase I, LP",,Montclare,,,4853000,,16257807.91,2017,Active Project,,,annual-report:T-T-102:2017:2:1
annual-report,Montclare Sr Residence II,"Montclare Senior Residences, Phase II Limited Partnership",,Montclare,,,7197700,,17954640,2017,Active Project,,,annual-report:T-T-102:2017:1:1
annual-report,Industrial Growth Zone- Lake Calumet,,,Lake Calumet Area Industrial,,,8500000,,0,2017,Active Project (Industrial Growth Zone Program),,,annual-report:T-T-103:2017:3:1
annual-report,Keebler,"Keebler Company; Atlantic Financial Group, Ltd.",,Lake Calumet Area Industrial,,,0,,0,2017,Completed Project,,,annual-report:T-T-103:2017:1:1
annual-report,TIFWorks - Lake Calumet,,,Lake Calumet Area Industrial,,,570000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-103:2017:2:1
annual-report,ABN AMRO Plaza,"LaSalle Street Capital, Inc.",,River West,,,0,,0,2017,Completed Project,,,annual-report:T-T-104:2017:1:1
annual-report,Blommer Chocolate,Blommer's Chocolate,,River West,,,9000000,,28109580,2017,Active Project,,,annual-report:T-T-104:2017:3:1
annual-report,Jewel - Kinzie DesPlaines,Jewel @ Kinzie/DesPlaines,,River West,,,4000000,,15226231,2017,Active Project,,,annual-report:T-T-104:2017:2:1
annual-report,Metra Market,Metra Market Amendment,,River West,,,12000000,,31649000,2017,Active Project,,,annual-report:T-T-104:2017:5:1
annual-report,SBIF - River West,,,River West,,,1500000,,3000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-104:2017:4:1
annual-report,TIFWorks - River West,,,River West,,,325000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-104:2017:7:1
annual-report,WaterSaver Faucet - Phase II,,,River West,,,5200000,,21027785,2017,Active Project,,,annual-report:T-T-104:2017:6:1
annual-report,Harper Court,Harper Court Redevelopment,,53rd Street,,,20045000,,91843037,2017,Active Project,,,annual-report:T-T-105:2017:2:1
annual-report,Hyde Park Hyatt,,,53rd Street,,,2901146,,27098944,2017,Active Project,,,annual-report:T-T-105:2017:3:1
annual-report,IGA - CBE - Canter - MS,Chicago Board of Education,,53rd Street,,,150000,,150000,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-105:2017:1:1
annual-report,IGA - CBE - Kenwood Academy - HS,Chicago Board of Education,,53rd Street,,,60000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-105:2017:2:2
annual-report,SBIF - 53rd Street,,,53rd Street,,,750000,,1500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-105:2017:1:2
annual-report,TIFWorks - 53rd Street,,,53rd Street,,,75000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-105:2017:4:1
annual-report,Hope Manor II,,,Englewood Neighborhood,,,0,,0,2017,Completed Project,,,annual-report:T-T-106:2017:3:1
annual-report,IGA - CBE - ADA - Holmes,Chicago Board of Education,,Englewood Neighborhood,,,750000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-106:2017:3:2
annual-report,IGA - CBE - ADA - Mays,Chicago Board of Education,,Englewood Neighborhood,,,750000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-106:2017:1:1
annual-report,IGA - CBE - ADA - Nicholson,Chicago Board of Education,,Englewood Neighborhood,,,750000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-106:2017:2:1
annual-report,IGA - CBE - Holmes,Chicago Board of Education,,Englewood Neighborhood,,,0,,0,2017,Completed Project (Chicago Board of Education),,,annual-report:T-T-106:2017:4:1
annual-report,NIF - Englewood Neighborhood,,,Englewood Neighborhood,,,6000000,,12000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-106:2017:1:2
annual-report,Retail Thrive - Englewood Neighborhood,,,Englewood Neighborhood,,,750000,,1500000,2017,Active Project (Retail Thrive Program),,,annual-report:T-T-106:2017:4:2
annual-report,TIFWorks - Englewood Neighborhood,,,Englewood Neighborhood,,,175000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-106:2017:2:2
annual-report,Institute Puerto Rican,Institute of Puerto Rican Arts & Culture (IPRAC),,Division/Homan,,,0,,0,2017,Completed Project,,,annual-report:T-T-107:2017:3:1
annual-report,La Estancia,,,Division/Homan,,,0,,0,2017,Completed Project,,,annual-report:T-T-107:2017:1:1
annual-report,NIF - Division Homan,,,Division/Homan,,,1000000,,2000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-107:2017:2:1
annual-report,SBIF - Division Homan,,,Division/Homan,,,900000,,1800000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-107:2017:4:1
annual-report,TIFWorks - Division Homan,,,Division/Homan,,,75000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-107:2017:5:1
annual-report,Vacant Bldg Purch Rehab MF Prog -Division/Homan,,,Division/Homan,,,1000000,,0,2017,Active Project (Vacant Bldg Purchase Rehab Program),,,annual-report:T-T-107:2017:6:1
annual-report,IGA - PBC - Library - 1605 N Troy St,Public Buildings Commission,,Humboldt Park Commercial,,,4500000,,0,2017,Active Project (Public Buildings Commission),,,annual-report:T-T-108:2017:1:1
annual-report,La Casa Norte,,,Humboldt Park Commercial,,,3500000,,17311128,2017,Active Project,,,annual-report:T-T-108:2017:9:1
annual-report,La Estancia,,,Humboldt Park Commercial,,,0,,0,2017,Completed Project,,,annual-report:T-T-108:2017:2:1
annual-report,NIF - Humboldt Park,,,Humboldt Park Commercial,,,1000000,,2000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-108:2017:4:1
annual-report,North Talman - II - Rental,North/Talman Residences,,Humboldt Park Commercial,,,2450000,,13696720,2017,Active Project,,,annual-report:T-T-108:2017:3:1
annual-report,North Talman - III - Rental,North Talman - Phase III,,Humboldt Park Commercial,,,0,,0,2017,Completed Project,,,annual-report:T-T-108:2017:6:1
annual-report,Resurrection University,,,Humboldt Park Commercial,,,4738179,,8799475,2017,Active Project,,,annual-report:T-T-108:2017:5:1
annual-report,SBIF - Humboldt Park,,,Humboldt Park Commercial,,,2750000,,5500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-108:2017:1:2
annual-report,TIFWorks - Humboldt Park,,,Humboldt Park Commercial,,,402388.62,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-108:2017:7:1
annual-report,Vacant Bldg Purch Rehab MF Prog -Humboldt Park,,,Humboldt Park Commercial,,,1000000,,0,2017,Active Project (Vacant Bldg Purchase Rehab Program),,,annual-report:T-T-108:2017:8:1
annual-report,Gunnison Lofts,"Gunnison Street Lofts, LLC",,Lawrence/Broadway,,,1100000,,7431412,2017,Active Project,,,annual-report:T-T-109:2017:2:1
annual-report,Leland Hotel,Leland Apartments - Leland Limited Partnership,,Lawrence/Broadway,,,2000000,,12774804,2017,Active Project,,,annual-report:T-T-109:2017:3:1
annual-report,SBIF - Lawrence Broadway,,,Lawrence/Broadway,,,1500000,,3000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-109:2017:6:1
annual-report,TIFWorks - Lawrence Broadway,,,Lawrence/Broadway,,,150000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-109:2017:7:1
annual-report,Uptown Broadway Bldg,Theus Property Holdings,,Lawrence/Broadway,,,1452860,,3456363,2017,Active Project,,,annual-report:T-T-109:2017:5:1
annual-report,Uptown Goldblatt,"Uptown Goldblatts Venture, LLC",,Lawrence/Broadway,,,0,,0,2017,Completed Project,,,annual-report:T-T-109:2017:1:1
annual-report,Uptown Theatre Stabilization,Uptown Theater,,Lawrence/Broadway,,,0,,0,2017,Completed Project,,,annual-report:T-T-109:2017:4:1
annual-report,Clifton Magnolia Apts,Clifton-Magnolia Apts.,,Wilson Yard,,,4265000,,18049526,2017,Active Project,,,annual-report:T-T-110:2017:5:1
annual-report,Hazel Winthrop Apts,,,Wilson Yard,,,0,,0,2017,Completed Project,,,annual-report:T-T-110:2017:6:1
annual-report,IGA - CBE - Uplift Community School,Chicago Board of Education,,Wilson Yard,,,0,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-110:2017:2:1
annual-report,IGA - CCC - Truman College,City Colleges of Chicago,,Wilson Yard,,,10000000,,44737073,2017,Active Project (City Colleges of Chicago),,,annual-report:T-T-110:2017:3:1
annual-report,IGA - PBC - Stewart School Campus Park,Public Buildings Commission,,Wilson Yard,,,1443800,,200000,2017,Active Project (Public Buildings Commission),,,annual-report:T-T-110:2017:1:1
annual-report,Mercy Housing - Eastwood Sheridan,Mercy Housing - Wilson Yard,,Wilson Yard,,,0,,0,2017,Completed Project,,,annual-report:T-T-110:2017:4:1
annual-report,SBIF - Wilson Yard,,,Wilson Yard,,,1000000,,2000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-110:2017:2:2
annual-report,TIFWorks - Wilson Yard,,,Wilson Yard,,,75000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-110:2017:7:1
annual-report,Uptown Preservation Apts,Uptown Preservation Apartments,,Wilson Yard,,,0,,0,2017,Completed Project,,,annual-report:T-T-110:2017:3:2
annual-report,Wilson Yard,,,Wilson Yard,,,54174723,,95408824,2017,Active Project,,,annual-report:T-T-110:2017:1:2
annual-report,105th Vincennes,MGM/TGI 105th Street LLC,,105th/Vincennes,,,11900000,,37716220,2017,Active Project,,,annual-report:T-T-111:2017:1:1
annual-report,Industrial Growth Zone- 79th/Southwest Highway,,,79th/Southwest Highway,,,2250000,,0,2017,Active Project (Industrial Growth Zone Program),,,annual-report:T-T-112:2017:4:1
annual-report,SBIF - 79th SW Hwy,,,79th/Southwest Highway,,,500000,,1000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-112:2017:3:1
annual-report,TIFWorks - 79th SW Hwy,,,79th/Southwest Highway,,,75000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-112:2017:2:1
annual-report,Wrightwood Sr Apt,,,79th/Southwest Highway,,,0,,0,2017,Completed Project,,,annual-report:T-T-112:2017:1:1
