program,activity_id,activity_name,address,funding_amount,national_objective,activity_group,status_text,completion_date,lat,lng
cdbg,11954,"Other Public Services Not Listed in 05A-05Y, 03T","1016 W Argyle St, Chicago, IL 60640",19499.92,,Public Services,,2014-03-26,41.973426,-87.655642
cdbg,11955,"Other Public Services Not Listed in 05A-05Y, 03T","1016 W Argyle St, Chicago, IL 60640",29249.98,,Public Services,,2014-03-26,41.973426,-87.655642
cdbg,11956,"Other Public Services Not Listed in 05A-05Y, 03T","9108 S Brandon Ave, Chicago, IL 60617",29250.00,,Public Services,,2014-03-26,41.729918,-87.547109
cdbg,11957,"Other Public Services Not Listed in 05A-05Y, 03T","3003 W Touhy Ave, Chicago, IL 60645",34124.99,,Public Services,,2014-06-20,42.011824,-87.704591
cdbg,11958,"Other Public Services Not Listed in 05A-05Y, 03T","1843 S Carpenter St, Chicago, IL 60608",15050.71,,Public Services,,2015-06-11,41.857183,-87.652968
cdbg,11959,"Other Public Services Not Listed in 05A-05Y, 03T","3620 W Chicago Ave, Chicago, IL 60651",40443.00,,Public Services,,2014-03-26,41.895649,-87.717142
cdbg,11960,"Other Public Services Not Listed in 05A-05Y, 03T","300 N Central Park Ave, Chicago, IL 60624",13642.71,,Public Services,,2014-06-20,41.886325,-87.716803
cdbg,11961,"Other Public Services Not Listed in 05A-05Y, 03T","3763 S Wabash Ave, Chicago, IL 60653",19376.50,,Public Services,,2014-03-26,41.826058,-87.624638
cdbg,11962,"Other Public Services Not Listed in 05A-05Y, 03T","455 W 79th St, Chicago, IL 60620",9924.54,,Public Services,,2014-03-26,41.750587,-87.635902
cdbg,11963,"Other Public Services Not Listed in 05A-05Y, 03T","1159 W 79th St, Chicago, IL 60620",33912.51,,Public Services,,2014-03-26,41.750344,-87.653032
cdbg,11964,"Other Public Services Not Listed in 05A-05Y, 03T","4300 N California Ave, Chicago, IL 60618",19499.92,,Public Services,,2014-03-26,41.959447,-87.698613
cdbg,11965,"Other Public Services Not Listed in 05A-05Y, 03T","3533 W North Ave, Chicago, IL 60647",24375.00,,Public Services,,2014-03-26,41.90982,-87.715271
cdbg,11966,"Other Public Services Not Listed in 05A-05Y, 03T","3541 W North Ave, Chicago, IL 60647",38807.16,,Public Services,,2014-03-26,41.909819,-87.715433
cdbg,11967,"Other Public Services Not Listed in 05A-05Y, 03T","3843 W Ogden Ave, Chicago, IL 60623",19500.00,,Public Services,,2014-03-26,41.852109,-87.72089
cdbg,11968,"Other Public Services Not Listed in 05A-05Y, 03T","2756 S Harding Ave, Chicago, IL 60623",19220.96,,Public Services,,2014-06-20,41.841397,-87.723466
cdbg,11969,"Other Public Services Not Listed in 05A-05Y, 03T","235 E 103rd St, Chicago, IL 60628",24375.00,,Public Services,,2014-03-26,41.707097,-87.617397
cdbg,11970,"Other Public Services Not Listed in 05A-05Y, 03T","3249 N Central Ave, Chicago, IL 60634",29152.62,,Public Services,,2014-03-26,41.939948,-87.766298
cdbg,11971,"Other Public Services Not Listed in 05A-05Y, 03T","1345 N Karlov Ave, Chicago, IL 60651",23270.73,,Public Services,,2014-06-20,41.905279,-87.728613
cdbg,11972,"Other Public Services Not Listed in 05A-05Y, 03T","3834 N Cicero Ave, Chicago, IL 60641",23406.99,,Public Services,,2014-03-26,41.950726,-87.747496
cdbg,11973,"Other Public Services Not Listed in 05A-05Y, 03T","5071 W Congress Pkwy, Chicago, IL 60644",29682.00,,Public Services,,2014-03-26,41.873799,-87.752111
cdbg,11974,"Other Public Services Not Listed in 05A-05Y, 03T","11705 S Elizabeth St, Chicago, IL 60643",24375.00,,Public Services,,2014-03-26,41.681189,-87.652748
cdbg,11975,"Other Public Services Not Listed in 05A-05Y, 03T","3501 W Armitage Ave, Chicago, IL 60647",24134.57,,Public Services,,2014-03-26,41.917183,-87.713516
cdbg,11976,"Other Public Services Not Listed in 05A-05Y, 03T","6450 S Stony Island Ave, Chicago, IL 60637",16400.00,,Public Services,,2014-06-20,41.777838,-87.586592
cdbg,11977,"Other Public Services Not Listed in 05A-05Y, 03T","6401 N Artesian Ave, Chicago, IL 60645",29125.43,,Public Services,,2014-03-26,41.998077,-87.690909
cdbg,11980,Disposition,"9917 S Halsted St, Chicago, IL 60628",290230.70,,Acquisition,,2014-01-07,41.71394,-87.642718
cdbg,11981,Disposition,"1636 E 75th St, Chicago, IL 60649",290230.80,,Acquisition,,2014-01-07,41.758925,-87.584465
cdbg,11982,Disposition,"1756 W 87th St, Chicago, IL 60620",182589.60,,Acquisition,,2014-01-07,41.735933,-87.667169
cdbg,11983,Disposition,"358 N Cicero Ave, Chicago, IL 60644",182589.60,,Acquisition,,2014-01-07,41.887059,-87.745705
cdbg,11984,Disposition,"8217 S Halsted St, Chicago, IL 60620",182589.34,,Acquisition,,2014-01-13,41.744863,-87.643665
cdbg,11985,Youth Services,"2750 W Roosevelt Rd, Chicago, IL 60608",38396.60,,Public Services,,2014-03-25,41.866723,-87.694742
cdbg,11986,Youth Services,"4753 N Broadway St, Chicago, IL 60640",27923.61,,Public Services,,2014-06-18,41.968667,-87.659362
cdbg,11987,Youth Services,"1751 W 47th St, Chicago, IL 60609",55800.00,,Public Services,,2014-03-25,41.808438,-87.668939
cdbg,11988,Youth Services,"3948 W 26th St, Chicago, IL 60623",53846.11,,Public Services,,2014-06-18,41.844435,-87.723876
cdbg,11989,Youth Services,"3948 W 26th St, Chicago, IL 60623",35799.89,,Public Services,,2014-06-18,41.844435,-87.723876
cdbg,11990,Youth Services,"3456 W 38th St, Chicago, IL 60632",27900.00,,Public Services,,2014-03-25,41.824473,-87.710721
cdbg,11991,Youth Services,"1123 S Western Ave, Chicago, IL 60612",45000.00,,Public Services,,2014-06-18,41.867852,-87.685806
cdbg,11992,Youth Services,"251 E Huron St, Chicago, IL 60611",24000.00,,Public Services,,2014-03-25,41.894829,-87.621295
cdbg,11993,Youth Services,"4501 N Clarendon Ave, Chicago, IL 60640",20000.00,,Public Services,,2014-05-01,41.963679,-87.649739
cdbg,11994,Youth Services,"2300 S Millard Ave, Chicago, IL 60623",18305.75,,Public Services,,2014-07-24,41.849828,-87.716367
cdbg,11995,Youth Services,"10420 S Halsted St, Chicago, IL 60628",39120.92,,Public Services,,2015-06-11,41.70473,-87.643056
cdbg,11996,Youth Services,"10420 S Halsted St, Chicago, IL 60628",37875.31,,Public Services,,2014-06-19,41.70473,-87.643056
cdbg,11997,Youth Services,"2516 W Cortez St, Chicago, IL 60622",29650.00,,Public Services,,2014-06-19,41.900437,-87.690126
cdbg,11998,Youth Services,"1208 W 119th St, Chicago, IL 60643",24180.00,,Public Services,,2014-03-25,41.677859,-87.652388
cdbg,11999,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",39090.01,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12000,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",23077.39,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12001,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",29999.57,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12002,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",70249.39,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12003,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",28611.51,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12004,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",25484.76,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12005,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",72823.71,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12006,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",27398.32,,Public Services,,2014-07-24,41.797215,-87.66002
cdbg,12007,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",22777.44,,Public Services,,2014-07-24,41.797215,-87.66002
cdbg,12008,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",33770.47,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12009,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",53405.55,,Public Services,,2014-06-19,41.797215,-87.66002
cdbg,12010,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",39367.43,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12011,Youth Services,"5300 S Loomis Blvd, Chicago, IL 60609",20289.64,,Public Services,,2014-03-25,41.797215,-87.66002
cdbg,12014,"Housing Counseling only, under 24 CFR 5.100","208 S La Salle St, Chicago, IL 60604",60704.10,,Public Services,,2014-03-25,41.87928,-87.632539
cdbg,12015,"Housing Counseling only, under 24 CFR 5.100","1925 N Clybourn Ave Ste 401, Ste 401, Chicago, IL 60614",64311.39,,Public Services,,2014-03-25,41.916084,-87.656368
cdbg,12016,"Housing Counseling only, under 24 CFR 5.100","4711 N Ravenswood Ave, Chicago, IL 60640",67500.00,,Public Services,,2014-03-25,41.967312,-87.673891
cdbg,12020,Employment Training,"121 N La Salle St, Chicago, IL 60602",141615.00,,Public Services,,2014-06-20,41.883612,-87.632145
cdbg,12021,Employment Training,"121 N La Salle St, Chicago, IL 60602",54870.00,,Public Services,,2014-06-20,41.883612,-87.632145
cdbg,12024,Health Services,"120 N Sangamon St, Chicago, IL 60607",12851.88,,Public Services,,2014-07-24,41.883586,-87.651149
cdbg,12026,Youth Services,"4411 N Ravenswood Ave, Chicago, IL 60640",42914.61,,Public Services,,2014-06-18,41.961745,-87.673741
cdbg,12027,Youth Services,"4411 N Ravenswood Ave, Chicago, IL 60640",38951.14,,Public Services,,2014-06-18,41.961745,-87.673741
cdbg,12028,Youth Services,"4411 N Ravenswood Ave, Chicago, IL 60640",29724.81,,Public Services,,2014-06-18,41.961745,-87.673741
cdbg,12029,Health Services,"9718 S Halsted St, Chicago, IL 60628",41688.79,,Public Services,,2014-06-18,41.717302,-87.643418
cdbg,12031,Youth Services,"4250 S Rockwell St, Chicago, IL 60632",20697.65,,Public Services,,2015-08-03,41.81695,-87.689557
cdbg,12032,Youth Services,"251 E Huron St, Chicago, IL 60611",22955.34,,Public Services,,2014-03-25,41.894829,-87.621295
cdbg,12033,Youth Services,"4411 N Ravenswood Ave, Chicago, IL 60640",29866.18,,Public Services,,2014-06-18,41.961745,-87.673741
cdbg,12034,Youth Services,"7414 N Wolcott Ave, Chicago, IL 60626",39465.91,,Public Services,,2014-03-25,42.016857,-87.677709
cdbg,12035,Youth Services,"1823 W 17th St, Chicago, IL 60608",39842.02,,Public Services,,2014-03-25,41.858488,-87.671682
cdbg,12036,Youth Services,"4501 N Clarendon Ave, Chicago, IL 60640",28525.25,,Public Services,,2014-06-19,41.963679,-87.649739
cdbg,12039,Health Services,"1925 N Clybourn Ave Ste 401, Suite 401, Chicago, IL 60614",63374.28,,Public Services,,2014-06-18,41.916084,-87.656368
cdbg,12040,Health Services,"600 W Cermak Rd, Suite 300, Chicago, IL 60616",61392.88,,Public Services,,2014-06-18,41.85291,-87.641788
cdbg,12041,Youth Services,"830 E 63rd St, Chicago, IL 60637",34939.58,,Public Services,,2014-06-18,41.780582,-87.60449
cdbg,12042,Youth Services,"6328 N California Ave, Chicago, IL 60659",27370.13,,Public Services,,2014-06-19,41.99649,-87.699831
cdbg,12062,Health Services,"825 W Wellington Ave, Chicago, IL 60657",40307.90,,Public Services,,2014-06-18,41.936217,-87.650051
cdbg,12063,Health Services,"1135 N Cleaver St, Chicago, IL 60642",62579.21,,Public Services,,2014-06-18,41.902884,-87.663584
cdbg,12075,Employment Training,"121 N La Salle St, Chicago, IL 60602",55800.00,,Public Services,,2014-03-26,41.883612,-87.632145
cdbg,12076,Youth Services,"28 E Jackson Blvd, Chicago, IL 60604",68130.55,,Public Services,,2014-06-19,41.878398,-87.626655
cdbg,12078,Youth Services,"7800 S Racine Ave, Chicago, IL 60620",38758.48,,Public Services,,2014-03-25,41.752304,-87.654009
cdbg,12079,Youth Services,"8732 S Burley Ave, Chicago, IL 60617",31676.75,,Public Services,,2014-03-25,41.736531,-87.546032
cdbg,12099,Youth Services,"7200 S Ingleside Ave, Chicago, IL 60619",73492.88,,Public Services,,2015-06-11,41.763945,-87.602111
cdbg,12100,Youth Services,"405 W Evergreen Ave, Chicago, IL 60610",37493.56,,Public Services,,2014-03-25,41.906348,-87.638573
cdbg,12101,Employment Training,"121 N La Salle St, Chicago, IL 60602",65100.00,,Public Services,,2014-03-26,41.883612,-87.632145
cdbg,12102,Employment Training,"121 N La Salle St, Chicago, IL 60602",55800.00,,Public Services,,2014-06-20,41.883612,-87.632145
cdbg,12103,Employment Training,"121 N La Salle St, Chicago, IL 60602",43239.48,,Public Services,,2014-06-20,41.883612,-87.632145
cdbg,12104,Senior Services,"1359 W Washington Blvd, Chicago, IL 60607",9072.00,,Public Services,,2014-03-26,41.882773,-87.661376
cdbg,12105,Youth Services,"7601 S Phillips Ave, Chicago, IL 60649",26040.00,,Public Services,,2014-06-18,41.757162,-87.56493
cdbg,12118,"Other Public Services Not Listed in 05A-05Y, 03T","1615 W Chicago Ave, Chicago, IL 60622",732213.23,,Public Services,,2014-03-20,41.89594,-87.667828
cdbg,12143,Code Enforcement,"South Chicago, Chicago, IL 60615",54570.26,,Housing,,2014-06-23,41.807272,-87.586536
cdbg,12154,Code Enforcement,"4948 N Harding Ave, Chicago, IL 60625",93265.53,,Housing,,2014-06-23,41.971576,-87.727106
cdbg,12159,Code Enforcement,"121 N La Salle St, Chicago, IL 60602",1796965.95,,Housing,,2016-03-24,41.88362,-87.632366
cdbg,12162,Screening for Lead-Based Paint/Lead Hazards Poisoning,"333 S State St, Chicago, IL 60604",2465569.34,,Public Services,,2015-06-12,41.877022,-87.627585
cdbg,12163,Health Services,"333 S State St, Chicago, IL 60604",395660.12,,Public Services,,2015-06-12,41.877022,-87.627585
cdbg,12164,Mental Heath Services,"333 S State St, Chicago, IL 60604",4519846.82,,Public Services,,2015-06-12,41.877022,-87.627585
cdbg,12166,Fair Housing Activities,"740 N Sedgwick St Fl 4, 4th Floor, Chicago, IL 60654",643276.82,,Public Services,,2015-06-12,41.896081,-87.638557
cdbg,12168,Services for The Disabled,"2102 W Ogden Ave, Chicago, IL 60612",574510.16,,Public Services,,2015-06-12,41.87114,-87.678429
cdbg,12169,Services for The Disabled,"115 W Chicago Ave, Chicago, IL 60654",289043.87,,Public Services,,2015-06-12,41.896597,-87.63193
cdbg,12170,Rehabilitation: Multi-Unit Residential,"2102 W Ogden Ave, Chicago, IL 60612",213078.14,,Housing,,2015-06-12,41.87114,-87.678429
cdbg,12172,Food Banks,"1615 W Chicago Ave, Chicago, IL 60622",443146.88,,Public Services,,2015-06-12,41.896104,-87.667828
cdbg,12173,"Other Public Services Not Listed in 05A-05Y, 03T","1615 W Chicago Ave, Chicago, IL 60622",382445.63,,Public Services,,2015-06-12,41.896104,-87.667828
cdbg,12176,Rehabilitation: Multi-Unit Residential,"33 N La Salle St, Chicago, IL 60602",499630.90,,Housing,,2015-12-31,41.882666,-87.632408
cdbg,12181,Rehabilitation: Multi-Unit Residential,"6408 S Langley Ave, Chicago, IL 60637",190232.00,,Housing,,2016-06-01,41.778284,-87.608347
cdbg,12182,Rehabilitation: Multi-Unit Residential,"10557 S Wentworth Ave, Chicago, IL 60628",1235515.27,,Housing,,2015-06-12,41.701803,-87.628155
cdbg,12184,Rehabilitation: Multi-Unit Residential,"33 N La Salle St, Chicago, IL 60602",1393009.33,,Housing,,2015-06-12,41.882666,-87.632408
cdbg,12185,Rehabilitation: Multi-Unit Residential,"33 N La Salle St, Chicago, IL 60602",2100643.72,,Housing,,2015-07-01,41.882666,-87.632408
cdbg,12187,"Other Public Services Not Listed in 05A-05Y, 03T","33 N La Salle St, Chicago, IL 60602",167003.36,,Public Services,,2015-06-12,41.882666,-87.632408
cdbg,12191,Crime Awareness/Prevention,"121 N La Salle St, Chicago, IL 60602",2250628.31,,Public Services,,2015-06-12,41.88362,-87.632366
cdbg,12193,Street Improvements,"1600 E 79th St, Chicago, IL 60649",1277206.35,,Public Improvements,,2015-12-31,41.751491,-87.585368
cdbg,12194,Clearance and Demolition,"121 N La Salle St, Chicago, IL 60602",3001749.43,,Acquisition,,2015-06-18,41.88362,-87.632366
cdbg,12195,Clearance and Demolition,"121 N La Salle St, Chicago, IL 60602",2358599.10,,Acquisition,,2015-03-06,41.88362,-87.632366
cdbg,12196,Code Enforcement,"4121 W Dickens Ave, Chicago, IL 60639",18742.23,,Housing,,2015-08-11,41.918988,-87.7299
cdbg,12197,Services for The Disabled,"5040 N Pulaski Rd, Chicago, IL 60630",188858.95,,Public Services,,2015-06-12,41.973281,-87.728154
cdbg,12198,Rehabilitation: Multi-Unit Residential,"210 W Campus Dr Ste B, Arlington Heights, IL 60004",549899.90,,Housing,,2015-04-30,42.133767,-87.98611
cdbg,12199,Rehabilitation: Multi-Unit Residential,"6327 N Pulaski Rd, Chicago, IL 60646",181773.89,,Housing,,2015-06-12,41.99628,-87.728921
cdbg,12206,Health Services,"932 W Washington Blvd, Chicago, IL 60607",46100.75,,Public Services,,2015-04-30,41.883114,-87.650972
cdbg,12207,Health Services,"7648 N Paulina St, Chicago, IL 60626",56962.03,,Public Services,,2015-04-30,42.019889,-87.673095
cdbg,12208,Health Services,"615 W Wellington Ave, Chicago, IL 60657",56696.94,,Public Services,,2015-04-30,41.936494,-87.6449
cdbg,12209,Health Services,"1135 N Cleaver St, Chicago, IL 60642",54536.15,,Public Services,,2015-04-30,41.902884,-87.663805
cdbg,12210,Health Services,"2640 W Division St, Chicago, IL 60622",57430.33,,Public Services,,2015-03-20,41.90297,-87.693695
cdbg,12211,Health Services,"10420 S Halsted St, Chicago, IL 60628",50751.51,,Public Services,,2015-04-30,41.704734,-87.642837
cdbg,12212,Health Services,"4711 N Ravenswood Ave, Chicago, IL 60640",57856.92,,Public Services,,2015-04-30,41.96731,-87.674112
cdbg,12214,Health Services,"1925 N Clybourn Ave Ste 401, Suite 401, Chicago, IL 60614",96600.00,,Public Services,,2015-04-30,41.915968,-87.656523
cdbg,12215,Health Services,"700 N Sacramento Blvd, #300, Chicago, IL 60612",49599.34,,Public Services,,2015-04-30,41.893197,-87.702368
cdbg,12216,Health Services,"212 E Ohio St, 5th Floor, Chicago, IL 60611",25759.81,,Public Services,,2015-04-30,41.89258,-87.622401
cdbg,12217,Health Services,"208 S La Salle St Ste 1300, Suite1300, Chicago, IL 60604",70017.41,,Public Services,,2015-04-30,41.879284,-87.632319
cdbg,12218,"Other Public Services Not Listed in 05A-05Y, 03T","1945 W Wilson Ave, Chicago, IL 60640",24039.00,,Public Services,,2015-05-01,41.965148,-87.677484
cdbg,12219,"Other Public Services Not Listed in 05A-05Y, 03T","4950 W Thomas St, Chicago, IL 60651",19487.81,,Public Services,,2015-05-01,41.900476,-87.750079
cdbg,12220,"Other Public Services Not Listed in 05A-05Y, 03T","255 W North Ave, Chicago, IL 60610",21327.83,,Public Services,,2015-03-23,41.91111,-87.636059
cdbg,12221,"Other Public Services Not Listed in 05A-05Y, 03T","4510 S Michigan Ave, Chicago, IL 60653",19362.53,,Public Services,,2015-03-23,41.812904,-87.622928
cdbg,12222,"Other Public Services Not Listed in 05A-05Y, 03T","9108 S Brandon Ave, Chicago, IL 60617",29250.00,,Public Services,,2015-03-23,41.729922,-87.54689
cdbg,12223,"Other Public Services Not Listed in 05A-05Y, 03T","9108 S Brandon Ave, Chicago, IL 60617",27184.77,,Public Services,,2015-03-23,41.729922,-87.54689
cdbg,12224,"Other Public Services Not Listed in 05A-05Y, 03T","3744 N Damen Ave, Chicago, IL 60618",12303.10,,Public Services,,2015-03-20,41.950086,-87.678639
cdbg,12225,"Other Public Services Not Listed in 05A-05Y, 03T","3003 W Touhy Ave, Chicago, IL 60645",34124.86,,Public Services,,2015-05-01,42.011981,-87.704577
cdbg,12226,"Other Public Services Not Listed in 05A-05Y, 03T","1843 S Carpenter St, Chicago, IL 60608",13511.30,,Public Services,,2015-05-01,41.857178,-87.653189
cdbg,12227,"Other Public Services Not Listed in 05A-05Y, 03T","3620 W Chicago Ave, Chicago, IL 60651",36999.52,,Public Services,,2015-03-23,41.895485,-87.717142
cdbg,12228,"Other Public Services Not Listed in 05A-05Y, 03T","300 N Central Park Ave, Chicago, IL 60624",17540.63,,Public Services,,2015-05-01,41.886309,-87.716583
cdbg,12229,"Other Public Services Not Listed in 05A-05Y, 03T","3763 S Wabash Ave, Chicago, IL 60653",19413.96,,Public Services,,2015-03-23,41.826062,-87.624862
cdbg,12230,"Other Public Services Not Listed in 05A-05Y, 03T","7641 S Bishop St, Chicago, IL 60620",28224.60,,Public Services,,2015-03-23,41.755168,-87.660329
cdbg,12231,"Other Public Services Not Listed in 05A-05Y, 03T","1617 W Washington Blvd, Chicago, IL 60612",18716.95,,Public Services,,2015-05-01,41.883317,-87.667349
cdbg,12232,"Other Public Services Not Listed in 05A-05Y, 03T","4300 N California Ave, Chicago, IL 60618",19500.00,,Public Services,,2015-03-23,41.959472,-87.698432
cdbg,12233,"Other Public Services Not Listed in 05A-05Y, 03T","3533 W North Ave, Chicago, IL 60647",24327.93,,Public Services,,2015-07-20,41.909984,-87.715271
cdbg,12234,"Other Public Services Not Listed in 05A-05Y, 03T","3541 W North Ave, Chicago, IL 60647",38987.36,,Public Services,,2015-03-23,41.909983,-87.715435
cdbg,12235,"Other Public Services Not Listed in 05A-05Y, 03T","3843 W Ogden Ave, Chicago, IL 60623",11375.70,,Public Services,,2015-03-20,41.852258,-87.720984
cdbg,12236,"Other Public Services Not Listed in 05A-05Y, 03T","2756 S Harding Ave, Chicago, IL 60623",19372.80,,Public Services,,2015-03-23,41.841402,-87.723246
cdbg,12237,"Other Public Services Not Listed in 05A-05Y, 03T","235 E 103rd St, Chicago, IL 60628",24375.00,,Public Services,,2015-05-01,41.707261,-87.617397
cdbg,12238,"Other Public Services Not Listed in 05A-05Y, 03T","3249 N Central Ave, Chicago, IL 60634",29143.01,,Public Services,,2015-05-01,41.939944,-87.766519
cdbg,12239,"Other Public Services Not Listed in 05A-05Y, 03T","5246 S Wells St, Chicago, IL 60609",23542.09,,Public Services,,2015-03-23,41.799201,-87.63194
cdbg,12240,"Other Public Services Not Listed in 05A-05Y, 03T","1530 W Morse Ave, Chicago, IL 60626",48671.19,,Public Services,,2015-03-23,42.007904,-87.668522
cdbg,12241,"Other Public Services Not Listed in 05A-05Y, 03T","5071 W Congress Pkwy, Chicago, IL 60644",27910.76,,Public Services,,2015-03-23,41.873963,-87.752118
cdbg,12242,"Other Public Services Not Listed in 05A-05Y, 03T","11705 S Elizabeth St, Chicago, IL 60643",22343.75,,Public Services,,2015-05-01,41.681211,-87.652979
cdbg,12243,"Other Public Services Not Listed in 05A-05Y, 03T","3501 W Armitage Ave, Chicago, IL 60647",20561.64,,Public Services,,2015-03-23,41.917345,-87.713605
cdbg,12244,"Other Public Services Not Listed in 05A-05Y, 03T","6450 S Stony Island Ave, Chicago, IL 60637",19470.00,,Public Services,,2015-03-23,41.777846,-87.586373
cdbg,12245,"Other Public Services Not Listed in 05A-05Y, 03T","6401 N Artesian Ave, Chicago, IL 60645",28050.00,,Public Services,,2015-03-20,41.998077,-87.69113
cdbg,12261,Food Banks,"4100 W Ann Lurie Pl, Chicago, IL 60632",1106000.00,,Public Services,,2015-04-30,41.816349,-87.725968
cdbg,12303,Employment Training,"1945 W Wilson Ave, Chicago, IL 60640",21915.19,,Public Services,,2015-05-14,41.965148,-87.677484
cdbg,12304,Employment Training,"5701 W Division St, Chicago, IL 60651",50000.00,,Public Services,,2015-05-14,41.902125,-87.768165
cdbg,12305,Employment Training,"1210 W 78th Pl, Chicago, IL 60620",50000.00,,Public Services,,2015-05-14,41.751381,-87.654418
cdbg,12306,Employment Training,"130 E Randolph St Ste 2600, Chicago, IL 60601",86400.00,,Public Services,,2015-05-14,41.884472,-87.623562
cdbg,12307,Employment Training,"1925 N Clybourn Ave, Chicago, IL 60614",60000.00,,Public Services,,2015-02-27,41.915968,-87.656523
cdbg,12308,Employment Training,"4510 S Michigan Ave, Chicago, IL 60653",55000.00,,Public Services,,2015-05-14,41.812904,-87.622928
cdbg,12309,Employment Training,"2141 S Tan Ct, Chicago, IL 60616",86400.00,,Public Services,,2015-05-14,41.85477,-87.63523
cdbg,12310,Employment Training,"1016 W Argyle St, Chicago, IL 60640",56499.78,,Public Services,,2015-06-12,41.973269,-87.655686
cdbg,12311,Employment Training,"11717 S Halsted St, Chicago, IL 60628",91000.00,,Public Services,,2015-05-14,41.681337,-87.641971
cdbg,12312,Employment Training,"1730 W Greenleaf Ave, Chicago, IL 60626",70000.00,,Public Services,,2015-05-14,42.010241,-87.673622
cdbg,12313,Employment Training,"5705 N Lincoln Ave, Chicago, IL 60659",125000.00,,Public Services,,2015-05-14,41.985129,-87.698444
cdbg,12314,Employment Training,"6054 S Western Ave, Chicago, IL 60636",60000.00,,Public Services,,2015-05-14,41.78377,-87.68386
cdbg,12315,Employment Training,"500 N Sacramento Blvd, Chicago, IL 60612",86999.48,,Public Services,,2015-05-14,41.89041,-87.702473
cdbg,12316,Employment Training,"1623 W Howard St, Chicago, IL 60626",47794.76,,Public Services,,2015-05-14,42.0194,-87.671798
cdbg,12317,Employment Training,"4554 N Broadway St, Chicago, IL 60640",160000.00,,Public Services,,2015-05-14,41.964673,-87.656992
cdbg,12318,Employment Training,"4600 S Wood St, Chicago, IL 60609",62000.00,,Public Services,,2015-05-14,41.810302,-87.66989
cdbg,12319,Employment Training,"216 W Jackson Blvd, Chicago, IL 60606",79729.61,,Public Services,,2015-05-14,41.878109,-87.633977
cdbg,12320,Employment Training,"4300 N California Ave, Chicago, IL 60618",50000.00,,Public Services,,2015-05-14,41.959472,-87.698432
cdbg,12321,Employment Training,"135 S La Salle St, Chicago, IL 60603",152000.00,,Public Services,,2015-05-14,41.879942,-87.632368
cdbg,12322,Employment Training,"932 W Washington Blvd, Chicago, IL 60607",49174.06,,Public Services,,2015-05-14,41.883114,-87.650972
cdbg,12323,Employment Training,"2011 W Pershing Rd, Chicago, IL 60609",93000.00,,Public Services,,2015-05-14,41.823156,-87.676544
cdbg,12324,Employment Training,"3726 W Flournoy St, Chicago, IL 60624",80000.00,,Public Services,,2015-05-14,41.872634,-87.718504
cdbg,12325,Employment Training,"1201 W 115th St, Chicago, IL 60643",87840.00,,Public Services,,2015-06-12,41.684939,-87.652185
cdbg,12326,Employment Training,"3834 N Cicero Ave, Chicago, IL 60641",86399.90,,Public Services,,2015-05-14,41.950729,-87.747276
cdbg,12327,Employment Training,"571 W Jackson Blvd, Chicago, IL 60661",38000.35,,Public Services,,2015-05-14,41.878031,-87.641833
cdbg,12328,Employment Training,"2100 W Warren Blvd, Chicago, IL 60612",65000.00,,Public Services,,2015-05-14,41.882228,-87.679196
cdbg,12329,Employment Training,"237 S Desplaines St, Chicago, IL 60661",127000.00,,Public Services,,2015-05-14,41.878339,-87.643992
cdbg,12330,Employment Training,"1350 W 103rd St, Chicago, IL 60643",75000.00,,Public Services,,2015-05-14,41.706768,-87.656727
cdbg,12331,Employment Training,"5417 W Division St, Chicago, IL 60651",60000.00,,Public Services,,2015-05-14,41.902212,-87.761365
cdbg,12332,Employment Training,"1623 W Howard St, Chicago, IL 60626",67695.29,,Public Services,,2015-05-14,42.0194,-87.671798
cdbg,12333,Employment Training,"6424 S Halsted St, Chicago, IL 60621",130837.02,,Public Services,,2015-05-14,41.777516,-87.6448
cdbg,12334,Employment Training,"5816 W Division St, Chicago, IL 60651",101520.28,,Public Services,,2015-06-12,41.902077,-87.77117
cdbg,12335,Employment Training,"2750 W Roosevelt Rd, Chicago, IL 60608",108785.00,,Public Services,,2015-05-14,41.866559,-87.694753
