program,activity_id,activity_name,address,funding_amount,national_objective,activity_group,status_text,completion_date,lat,lng
cdbg,7478,Employment Training,"2570 S Blue Island Ave, Chicago, IL 60608",52000.00,,Public Services,,2007-12-31,41.845511,-87.68423
cdbg,7479,Employment Training,"216 W Jackson Blvd Ste 700, Chicago, IL 60606",68800.00,,Public Services,,2007-12-31,41.878272,-87.633978
cdbg,7480,Employment Training,"50 E Washington St Fl 4, Chicago, IL 60602",50000.00,,Public Services,,2007-12-31,41.88339,-87.626206
cdbg,7481,Employment Training,"435 W 119th St, Chicago, IL 60628",90000.00,,Public Services,,2007-12-31,41.677734,-87.633627
cdbg,7482,Employment Training,"120 N Sangamon St, Chicago, IL 60607",27000.00,,Public Services,,2007-12-31,41.883586,-87.651149
cdbg,7483,Employment Training,"3517 W Arthington St, Chicago, IL 60624",27200.00,,Public Services,,2007-12-31,41.869838,-87.713512
cdbg,7484,Employment Training,"3737 N Mozart St, Chicago, IL 60618",28342.00,,Public Services,,2007-12-31,41.949171,-87.69908
cdbg,7485,Employment Training,"5417 W Division St, Chicago, IL 60651",50000.00,,Public Services,,2007-12-31,41.902048,-87.761364
cdbg,7486,Employment Training,"703 W Monroe St, Chicago, IL 60661",75000.00,,Public Services,,2007-12-31,41.880381,-87.644178
cdbg,7490,Health Services,"1209 N Milwaukee Ave, Chicago, IL 60642",5643.50,,Public Services,,2007-12-31,41.903694,-87.666582
cdbg,7491,"Other Public Services Not Listed in 05A-05Y, 03T","3403 W Lawrence Ave Ste 300, Chicago, IL 60625",31619.76,,Public Services,,2007-12-31,41.968238,-87.713456
cdbg,7496,Health Services,"1925 N Clybourn Ave, STE 401, Chicago, IL 60614",138433.31,,Public Services,,2007-12-31,41.916084,-87.656368
cdbg,7498,Health Services,"6845 S Western Ave, Chicago, IL 60636",3942.75,,Public Services,,2007-12-31,41.769151,-87.683107
cdbg,7499,Health Services,"825 W Wellington Ave, Chicago, IL 60657",54100.50,,Public Services,,2007-12-31,41.936217,-87.650051
cdbg,7500,"Other Public Services Not Listed in 05A-05Y, 03T","514 E 50th Pl, Chicago, IL 60615",40956.06,,Public Services,,2007-12-31,41.803212,-87.613227
cdbg,7501,Mental Heath Services,"9718 S Halsted St, Chicago, IL 60628",68952.13,,Public Services,,2008-12-31,41.717302,-87.643418
cdbg,7507,Health Services,"9718 S Halsted St, Chicago, IL 60628",19778.23,,Public Services,,2007-12-31,41.717302,-87.643418
cdbg,7514,ED Direct: Technical Assistance,"1843 S Carpenter St, Chicago, IL 60608",59643.84,,Economic Development,,2007-12-31,41.857183,-87.652968
cdbg,7516,Employment Training,"5701 W Division St, Chicago, IL 60651",42309.00,,Public Services,,2007-12-31,41.901962,-87.768077
cdbg,7517,Employment Training,"819 S Wabash Ave, Chicago, IL 60605",55500.00,,Public Services,,2007-12-31,41.87159,-87.625709
cdbg,7518,"Other Public Services Not Listed in 05A-05Y, 03T","1950 W Thomas St, Chicago, IL 60622",22384.95,,Public Services,,2007-12-31,41.901563,-87.676656
cdbg,7520,"Other Public Services Not Listed in 05A-05Y, 03T","2550 W North Ave, Chicago, IL 60647",25306.49,,Public Services,,2007-12-31,41.910504,-87.691256
cdbg,7522,"Housing Counseling only, under 24 CFR 5.100","4510 S Michigan Ave, Chicago, IL 60653",23115.49,,Public Services,,2008-12-15,41.812917,-87.623137
cdbg,7523,"Housing Counseling only, under 24 CFR 5.100","1016 W Argyle St, Chicago, IL 60640",29999.94,,Public Services,,2007-12-31,41.973426,-87.655642
cdbg,7524,"Other Public Services Not Listed in 05A-05Y, 03T","4711 N Ravenswood Ave, Chicago, IL 60640",143558.56,,Public Services,,2007-12-31,41.967312,-87.673891
cdbg,7525,"Housing Counseling only, under 24 CFR 5.100","9108 S Brandon Ave, Chicago, IL 60617",29260.00,,Public Services,,2007-12-31,41.729918,-87.547109
cdbg,7527,"Other Public Services Not Listed in 05A-05Y, 03T","3003 W Touhy Ave, Chicago, IL 60645",30000.00,,Public Services,,2007-12-31,42.011824,-87.704591
cdbg,7528,"Other Public Services Not Listed in 05A-05Y, 03T","6044 N Broadway St, Chicago, IL 60660",28875.28,,Public Services,,2007-12-31,41.991909,-87.66057
cdbg,7529,"Other Public Services Not Listed in 05A-05Y, 03T","1843 S Carpenter St, Chicago, IL 60608",26516.97,,Public Services,,2007-12-31,41.857183,-87.652968
cdbg,7530,"Other Public Services Not Listed in 05A-05Y, 03T","3763 S Wabash Ave, Chicago, IL 60653",23709.96,,Public Services,,2007-12-31,41.826058,-87.624638
cdbg,7531,"Other Public Services Not Listed in 05A-05Y, 03T","1159 W 79th St, Chicago, IL 60620",23710.00,,Public Services,,2007-12-31,41.750344,-87.653032
cdbg,7532,"Other Public Services Not Listed in 05A-05Y, 03T","2601 W 63rd St, Chicago, IL 60629",41999.84,,Public Services,,2007-12-31,41.779026,-87.688541
cdbg,7533,"Other Public Services Not Listed in 05A-05Y, 03T","4300 N California Ave, Chicago, IL 60618",22922.19,,Public Services,,2008-12-31,41.959447,-87.698613
cdbg,7534,"Other Public Services Not Listed in 05A-05Y, 03T","1825 W Lawrence Ave, Chicago, IL 60640",32960.00,,Public Services,,2007-12-31,41.968628,-87.674955
cdbg,7535,"Other Public Services Not Listed in 05A-05Y, 03T","3541 W North Ave, Chicago, IL 60647",51207.94,,Public Services,,2007-12-06,41.909819,-87.715433
cdbg,7536,"Other Public Services Not Listed in 05A-05Y, 03T","2756 S Harding Ave, Chicago, IL 60623",17654.59,,Public Services,,2007-12-31,41.841397,-87.723466
cdbg,7537,"Other Public Services Not Listed in 05A-05Y, 03T","1 N Dearborn St, Chicago, IL 60602",28334.96,,Public Services,,2007-12-31,41.882012,-87.629174
cdbg,7538,"Other Public Services Not Listed in 05A-05Y, 03T","1 N Dearborn St, Chicago, IL 60602",35000.00,,Public Services,,2007-12-31,41.882012,-87.629174
cdbg,7539,"Other Public Services Not Listed in 05A-05Y, 03T","2412 W North Ave, Chicago, IL 60647",41285.00,,Public Services,,2007-12-31,41.910529,-87.687843
cdbg,7540,"Other Public Services Not Listed in 05A-05Y, 03T","1345 N Karlov Ave, Chicago, IL 60651",34999.20,,Public Services,,2007-12-31,41.905279,-87.728613
cdbg,7541,"Other Public Services Not Listed in 05A-05Y, 03T","2348 W Irving Park Rd, Chicago, IL 60618",30046.26,,Public Services,,2007-12-31,41.954276,-87.687085
cdbg,7542,"Other Public Services Not Listed in 05A-05Y, 03T","1530 W Morse Ave, Chicago, IL 60626",44376.47,,Public Services,,2007-12-31,42.008067,-87.668527
cdbg,7543,"Other Public Services Not Listed in 05A-05Y, 03T","342 S Laramie Ave, Chicago, IL 60644",41145.00,,Public Services,,2007-12-31,41.875639,-87.755115
cdbg,7544,"Other Public Services Not Listed in 05A-05Y, 03T","1818 S Paulina St, Chicago, IL 60608",30000.00,,Public Services,,2007-12-31,41.85727,-87.668862
cdbg,7545,"Other Public Services Not Listed in 05A-05Y, 03T","3501 W Armitage Ave, Chicago, IL 60647",29622.00,,Public Services,,2007-12-31,41.917183,-87.713516
cdbg,7546,"Other Public Services Not Listed in 05A-05Y, 03T","6401 N Artesian Ave, Chicago, IL 60645",30000.00,,Public Services,,2007-12-31,41.998077,-87.690909
cdbg,7547,"Other Public Services Not Listed in 05A-05Y, 03T","111 W Jackson Blvd Fl 3, Chicago, IL 60604",128000.00,,Public Services,,2007-12-31,41.877989,-87.631075
cdbg,7548,"Other Public Services Not Listed in 05A-05Y, 03T","3533 W North Ave, Chicago, IL 60647",28679.32,,Public Services,,2007-12-31,41.90982,-87.715271
cdbg,7549,"Other Public Services Not Listed in 05A-05Y, 03T","3101 N Parkside Ave, Chicago, IL 60634",15000.00,,Public Services,,2007-12-31,41.936766,-87.76739
cdbg,7550,"Other Public Services Not Listed in 05A-05Y, 03T","1850 W Marquette Rd, Chicago, IL 60636",30756.00,,Public Services,,2007-12-31,41.772278,-87.670696
cdbg,7556,"Other Public Services Not Listed in 05A-05Y, 03T","1663 N Mozart St, Chicago, IL 60647",150000.00,,Public Services,,2007-12-31,41.911656,-87.697806
cdbg,7558,"Other Public Services Not Listed in 05A-05Y, 03T","2255 E 75th St, Chicago, IL 60649",123760.00,,Public Services,,2007-12-31,41.758789,-87.569682
cdbg,7564,"Other Public Services Not Listed in 05A-05Y, 03T","1621 W Walnut St, Chicago, IL 60612",667720.00,,Public Services,,2007-12-31,41.885989,-87.66768
cdbg,7576,Youth Services,"3858 S Cottage Grove Ave, Chicago, IL 60653",61598.98,,Public Services,,2007-12-31,41.824501,-87.607392
cdbg,7577,Youth Services,"320 S Spaulding Ave, Chicago, IL 60624",38129.00,,Public Services,,2008-12-12,41.876735,-87.70867
cdbg,7578,Youth Services,"2665 W Fullerton Ave, Chicago, IL 60647",24904.14,,Public Services,,2007-12-31,41.924638,-87.695014
cdbg,7579,Youth Services,"4730 N Sheridan Rd, Chicago, IL 60640",38857.96,,Public Services,,2007-12-31,41.968249,-87.655064
cdbg,7580,Youth Services,"1630 W Wilson Ave, Chicago, IL 60640",43388.69,,Public Services,,2007-12-31,41.965419,-87.670248
cdbg,7581,Youth Services,"6222 S Kedzie Ave, Chicago, IL 60629",33634.94,,Public Services,,2007-12-31,41.780147,-87.703403
cdbg,7582,Youth Services,"3209 W 83rd St, Chicago, IL 60652",35000.00,,Public Services,,2007-12-02,41.742298,-87.702734
cdbg,7583,Youth Services,"4753 N Broadway St, Chicago, IL 60640",28501.00,,Public Services,,2007-12-31,41.968667,-87.659362
cdbg,7584,Youth Services,"1751 W 47th St, Chicago, IL 60609",94043.54,,Public Services,,2007-12-31,41.808438,-87.668939
cdbg,7585,Youth Services,"4131 N Broadway St, Chicago, IL 60613",28800.00,,Public Services,,2007-12-31,41.957841,-87.65238
cdbg,7586,Youth Services,"2015 W 80th St, Chicago, IL 60620",28653.81,,Public Services,,2007-12-31,41.748231,-87.673787
cdbg,7587,Youth Services,"1223 N Milwaukee Ave, Chicago, IL 60642",114000.00,,Public Services,,2007-12-31,41.903987,-87.667048
cdbg,7589,Youth Services,"2831 W Lawrence Ave, Chicago, IL 60625",26000.00,,Public Services,,2007-12-31,41.968374,-87.699812
cdbg,7590,Youth Services,"35 W Wacker Dr, Chicago, IL 60601",11059.68,,Public Services,,2007-12-31,41.886683,-87.629122
cdbg,7591,Youth Services,"5510 S Paulina St, Chicago, IL 60636",36258.65,,Public Services,,2007-12-31,41.792889,-87.667192
cdbg,7592,Youth Services,"2020 W Roosevelt Rd, Chicago, IL 60608",77236.00,,Public Services,,2007-12-31,41.867015,-87.676997
cdbg,7597,"Other Public Services Not Listed in 05A-05Y, 03T","3456 W Franklin Blvd, Chicago, IL 60624",57735.00,,Public Services,,2007-12-31,41.890407,-87.713052
cdbg,7599,Youth Services,"1618 W 18th St, Chicago, IL 60608",31109.44,,Public Services,,2007-12-31,41.85796,-87.666966
cdbg,7600,Youth Services,"1343 N California Ave, Chicago, IL 60622",29583.57,,Public Services,,2007-12-31,41.905888,-87.696709
cdbg,7602,Youth Services,"1919 S Ashland Ave, Chicago, IL 60608",42750.00,,Public Services,,2007-12-31,41.855839,-87.66581
cdbg,7605,Youth Services,"1701 W 87th St, Chicago, IL 60620",59593.83,,Public Services,,2007-12-31,41.735536,-87.665518
cdbg,7606,Youth Services,"1825 W Monterey Ave, Chicago, IL 60643",34999.86,,Public Services,,2007-12-31,41.69085,-87.667633
cdbg,7616,Youth Services,"4150 S King Dr, Chicago, IL 60653",41765.95,,Public Services,,2007-12-31,41.819323,-87.617352
cdbg,7617,Youth Services,"6216 N Clark St, Chicago, IL 60660",39998.15,,Public Services,,2007-12-31,41.995024,-87.670515
cdbg,7618,Youth Services,"1925 N Clybourn Ave Ste 401, Chicago, IL 60614",23275.00,,Public Services,,2007-12-31,41.916084,-87.656368
cdbg,7619,Youth Services,"645 E 87th St, Chicago, IL 60619",26225.00,,Public Services,,2007-12-31,41.736403,-87.608176
cdbg,7621,Youth Services,"2141 S Tan Ct, Chicago, IL 60616",26886.03,,Public Services,,2007-12-31,41.854632,-87.635109
cdbg,7622,Youth Services,"1016 W Argyle St, Chicago, IL 60640",28500.99,,Public Services,,2007-12-31,41.973426,-87.655642
cdbg,7623,Youth Services,"1701 W Superior St, Chicago, IL 60622",60716.50,,Public Services,,2008-12-12,41.894964,-87.669722
cdbg,7624,Youth Services,"6044 N Broadway St, Chicago, IL 60660",43739.99,,Public Services,,2007-12-31,41.991909,-87.66057
cdbg,7625,Youth Services,"4750 N Sheridan Rd Ste 249, Chicago, IL 60640",22773.60,,Public Services,,2008-12-12,41.968486,-87.655064
cdbg,7626,Youth Services,"502 N Central Ave, Chicago, IL 60644",29979.32,,Public Services,,2007-12-31,41.889346,-87.765369
cdbg,7627,Youth Services,"222 S Riverside Plz, Chicago, IL 60606",35428.66,,Public Services,,2007-12-31,41.878397,-87.638068
cdbg,7628,Youth Services,"1501 W Randolph St, Chicago, IL 60607",41484.84,,Public Services,,2007-12-31,41.884613,-87.664399
