source_row_number,legal_business_name,dba,city,county,zip,grant_amount_usd,round,source_url,source_version,program_name,relief_era,assistance_type,program_status,record_note
1292,Getcartervision,,Chicago,Cook,60615,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1293,Golden Hangers Inc,,Chicago,Cook,60615,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1294,HB4U Property,,Chicago,Cook,60615,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1295,HP53,Virtue Restaurant & Bar,Chicago,Cook,60615,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1296,Hyde Park Art Center,Hyde Park Art Center,Chicago,Cook,60615,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1297,Maria Welch Piano Studio,,Chicago,Cook,60615,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1298,Nella Pizzeria Hyde Park LLC,Nella Pizza e Pasta,Chicago,Cook,60615,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1299,Pelletier Enterprises Inc,Mellow Yellow,Chicago,Cook,60615,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1300,PTKD Solutions LLC,Anthos Training Clubs,Chicago,Cook,60615,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1301,Seoul Corea Resturant Inc,Seoul Corea Resturant,Chicago,Cook,60615,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1302,Seoul Corea Resturant Inc,Seoul Corea Resturant,Chicago,Cook,60615,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1303,She Fit LLC,She Fit Studios,Chicago,Cook,60615,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1304,The Harper Theater LLC,The Harper Theater,Chicago,Cook,60615,35000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1305,The Revival LLC,The Revival LLC,Chicago,Cook,60615,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1306,YDYR Enterprises LLC,New Mikkey's,Chicago,Cook,60615,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1307,YDYR Enterprises LLC,New Mikkeys,Chicago,Cook,60615,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1308,18th & Wentworth LLC,18th & Wentworht LLC,Chicago,Cook,60616,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1309,2617 Auto Repair Inc,2617 Auto Repair Inc,Chicago,Cook,60616,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1310,360 Mind Body Soul LLC,360.Mind.Body.Soul,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1311,360.Mind.body.soul,36.Mind.body.soul,Chicago,Cook,60616,65000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1312,Ahjoomah's Apron,Ahjoomah's Apron Corp,Chicago,Cook,60616,125000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1313,AM Center LLC,AM Center Home Supply,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1314,Aqua Water Trikes,,Chicago,Cook,60616,30000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1315,Asian Image,Asian Image,Chicago,Cook,60616,30000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1316,Avid Visa Services Corp.,Avid Visa Services,Chicago,Cook,60616,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1317,Barbecue King Restaurant Inc,Barbecue King Restaurant,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1318,BC Chinatown LLC,Bonchon,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1319,Bling Bling Auto Spa,Bling Bling Auto Spa,Chicago,Cook,60616,55000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1320,Br. & J Co.,Three Happiness Restaurant,Chicago,Cook,60616,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1321,Broad Shoulders Brewing LLC,Motor Row Brewing,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1322,C Q Bakery Inc,Chiu Quon Bakery,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1323,C R Market Surveys Inc.,C R Market Surveys Inc.,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1324,C&W Mei's Gift & Jewelry Trading Corp.,Mei's Martial Arts,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1325,Canary Telehealth Inc,n/a,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1326,Cause & Consequence Education,Cause & Consequence Education,Chicago,Cook,60616,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1327,"Chef Luciano, Inc",Chef Luciano,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1328,Chi Cafe LLC,Chi Cafe LLC,Chicago,Cook,60616,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1329,Chicago Homes Realty Group,Chicago Homes Realty Group,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1330,Chicago InHealth Center PC,Chicago InHealth Center,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1331,Chinapro Marketing Partners Inc,Spotlight Travels & Chicago Chinese Cultural Institute,Chicago,Cook,60616,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1332,Chinatown Hotel Corporation,Chinatown Hotel,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1333,Chinatown Museum Foundation,Chinese American Museum of Chicago,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1334,CHINATOWN OASIS LLC,ANNIE F,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1335,City Fashions,City Fashions,Chicago,Cook,60616,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1336,CQ Bakery Inc,Chiu Quon Bakery,Chicago,Cook,60616,85000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1337,Da Tong Fa Inc,,Chicago,Cook,60616,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
1338,Dan Davies,Dan Davies,Chicago,Cook,60616,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
